date,IN_METAL_Q,T1_O2,METAL_Q,TEMPERATURE,IN_Q,MAX_CF,PROCESSPHASE_INLET,PROCESSPHASE_OUTLET,T1_NH4,T1_PO4
2023-07-30 00:00:00+00:00,30.537466666666667,0.3982,1.1347666666666667,17.249666666666666,445.50673333333333,38.0081,1.5,1.2,0.18433333333333335,0.258
2023-07-30 01:00:00+00:00,30.4579,1.1441000000000001,0.007,17.255366666666667,528.7537,34.57973333333334,1.4,1.6666666666666667,0.24766666666666665,0.31033333333333335
2023-07-30 02:00:00+00:00,30.5423,0.9595666666666667,0.007,17.255666666666666,507.26776666666666,34.813266666666664,1.5666666666666667,1.4,0.2803333333333333,0.265
2023-07-30 03:00:00+00:00,30.53506666666667,1.0008666666666666,0.04413333333333334,17.246133333333333,637.2613666666667,34.9373,1.5666666666666667,1.4333333333333333,0.45266666666666666,0.377
2023-07-30 04:00:00+00:00,30.602566666666668,1.0571666666666666,0.04196666666666667,17.23,530.3083333333333,40.11496666666667,1.2,1.6333333333333333,0.5706666666666667,0.5399999999999999
2023-07-30 05:00:00+00:00,30.311999999999998,1.0018666666666667,0.007,17.214299999999998,364.53056666666663,41.8074,1.8666666666666667,1.3333333333333333,0.971,0.7170000000000001
2023-07-30 06:00:00+00:00,45.58016666666666,0.20800000000000002,0.1522,17.115599999999997,932.0630333333334,50.6673,1.2333333333333334,1.8,0.6729999999999999,0.6133333333333333
2023-07-30 07:00:00+00:00,30.445866666666667,0.23433333333333334,1.9276000000000002,17.104166666666668,331.1636,64.58063333333334,1.4,1.4333333333333333,2.0143333333333335,1.3719999999999999
2023-07-30 08:00:00+00:00,30.278266666666664,0.9253666666666667,0.007,17.046266666666668,464.03430000000003,42.999633333333335,1.6333333333333333,1.6666666666666667,0.9026666666666667,0.7083333333333334
2023-07-30 09:00:00+00:00,30.5881,0.4105666666666667,0.04486666666666666,17.057466666666667,549.0082666666666,38.469433333333335,1.5666666666666667,1.2666666666666666,0.36133333333333334,0.4716666666666667
2023-07-30 10:00:00+00:00,30.346999999999998,0.9734666666666667,0.04413333333333333,17.0093,168.042,36.7092,1.2,1.7333333333333334,0.21733333333333332,0.345
2023-07-30 11:00:00+00:00,30.613433333333333,0.8195333333333333,0.04196666666666667,17.0458,386.39163333333335,32.2606,1.7333333333333334,1.2,0.09533333333333333,0.20566666666666666
2023-07-30 12:00:00+00:00,30.70626666666667,0.8824333333333333,0.043666666666666666,16.9848,150.74699999999999,28.4708,1.8,1.2333333333333334,0.09133333333333334,0.17833333333333332
2023-07-30 13:00:00+00:00,30.467566666666666,1.1016666666666666,0.007,17.115533333333335,156.81626666666668,27.7562,1.7333333333333334,1.2333333333333334,0.08833333333333333,0.189
2023-07-30 14:00:00+00:00,30.47236666666667,1.1667999999999998,0.007,17.2783,159.22056666666668,27.902933333333333,1.6666666666666667,1.2333333333333334,0.08166666666666668,0.187
2023-07-30 15:00:00+00:00,30.606199999999998,0.4375666666666666,1.1405666666666667,17.29733333333333,815.9553,31.07363333333333,1.6333333333333333,1.2333333333333334,0.3416666666666667,0.37266666666666665
2023-07-30 16:00:00+00:00,30.4953,0.9107666666666667,0.007,17.364033333333335,898.6247666666666,40.23066666666667,1.5666666666666667,1.3,0.35033333333333333,0.5383333333333334
2023-07-30 17:00:00+00:00,45.49816666666666,1.2176333333333333,2.2543333333333333,17.41193333333333,676.4177333333333,41.20076666666667,1.2666666666666666,1.6,0.609,0.8766666666666667
2023-07-30 18:00:00+00:00,15.110199999999999,1.1485666666666667,0.007,17.400766666666666,277.54443333333336,44.158,1.8333333333333333,1.3333333333333333,0.9179999999999999,0.959
2023-07-30 19:00:00+00:00,30.590533333333333,0.19660000000000002,0.05016666666666667,17.4311,150.6128,41.18326666666667,1.0666666666666667,1.8,0.112,0.4103333333333333
2023-07-30 20:00:00+00:00,30.60376666666667,0.9358666666666667,0.007,17.369500000000002,154.74636666666666,33.67583333333333,1.9333333333333333,1.2333333333333334,0.14166666666666666,0.362
2023-07-30 21:00:00+00:00,30.530233333333335,1.2892000000000001,0.007,17.370533333333334,151.96923333333334,29.097733333333334,1.5666666666666667,1.3666666666666667,0.10966666666666666,0.32433333333333336
2023-07-30 22:00:00+00:00,30.461533333333332,0.3014,0.007,17.378833333333333,152.89083333333335,28.2573,1.5,1.2666666666666666,0.065,0.26966666666666667
2023-07-30 23:00:00+00:00,30.416900000000002,0.9813333333333334,0.007,17.371966666666665,157.5717,28.162899999999997,1.9333333333333333,1.1,0.07233333333333333,0.31
2023-07-31 00:00:00+00:00,30.58693333333333,1.2416333333333334,0.05186666666666666,17.3614,159.65133333333333,27.548366666666666,1.5666666666666667,1.3666666666666667,0.08733333333333333,0.3486666666666667
2023-07-31 01:00:00+00:00,30.78823333333333,0.4178,0.08176666666666667,17.327233333333332,155.89716666666666,28.019533333333335,1.5,1.2666666666666666,0.056666666666666664,0.27366666666666667
2023-07-31 02:00:00+00:00,30.442233333333334,1.3863999999999999,0.007,17.291933333333336,154.86786666666666,28.155666666666665,1.9333333333333333,1.1333333333333333,0.05366666666666667,0.31833333333333336
2023-07-31 03:00:00+00:00,30.6725,1.2803,0.007,17.26113333333333,155.829,27.671966666666666,1.5666666666666667,1.3666666666666667,0.058,0.31
2023-07-31 04:00:00+00:00,30.573633333333337,0.5668666666666666,0.043666666666666666,17.22443333333333,157.05053333333333,27.834266666666668,1.5,1.2666666666666666,0.04066666666666666,0.3066666666666667
2023-07-31 05:00:00+00:00,30.6098,0.9736333333333334,0.007,17.284933333333335,490.4755666666667,27.832966666666668,1.9333333333333333,1.1,0.03966666666666666,0.353
2023-07-31 06:00:00+00:00,30.115499999999997,1.2428666666666668,0.043666666666666666,17.231166666666663,678.9145666666666,28.988999999999997,1.5666666666666667,1.3666666666666667,0.192,0.732
2023-07-31 07:00:00+00:00,30.04796666666667,0.3236,0.007,17.189733333333333,744.7696,32.029666666666664,1.5,1.2666666666666666,0.1753333333333333,0.6366666666666667
2023-07-31 08:00:00+00:00,30.1191,0.9573333333333333,0.007,17.096533333333333,595.4434666666667,34.493066666666664,1.9333333333333333,1.1,0.26799999999999996,0.89
2023-07-31 09:00:00+00:00,29.975666666666665,1.1905000000000001,0.08203333333333333,17.105,624.974,32.93143333333333,1.3666666666666667,1.4,0.3046666666666667,0.7523333333333333
2023-07-31 10:00:00+00:00,30.066066666666664,0.36110000000000003,9.325166666666666,17.03936666666667,1668.6498,82.82063333333333,1.6666666666666667,1.5333333333333334,1.6276666666666666,1.2813333333333332
2023-07-31 11:00:00+00:00,45.46323333333333,0.6543333333333333,11.936100000000001,16.9362,1818.3301333333334,100.0,1.2333333333333334,1.8,1.992,1.937
2023-07-31 12:00:00+00:00,76.4275,0.4203,40.64883333333333,16.8605,1875.6315,100.0,1.6,1.1333333333333333,3.2786666666666666,2.518666666666667
2023-07-31 13:00:00+00:00,91.93553333333332,0.2596333333333333,34.445,16.7575,1629.0987333333333,100.0,1.2666666666666666,2.0,3.6853333333333333,2.2893333333333334
